,lat,lon
604,59.7591122,17.8924814
605,59.7564045,17.901968
606,59.7558593,17.9032319
607,59.7527018,17.651474
608,59.7526766,17.6511857
609,59.7516787,17.5421174
610,59.7513619,17.3535525
611,59.7512843,17.9113369
612,59.750589,17.3501523
613,59.7495394,17.3426502
614,59.7478442,17.3426968
615,59.7454222,17.6577265
616,59.745221,17.6582198
617,59.7430574,18.6773091
618,59.7425706,17.3343417
619,59.7425037,17.3339529
620,59.7424447,18.6763983
621,59.7390319,17.6703031
622,59.738831,17.6704435
623,59.7385815,17.3186811
624,59.7385545,17.320172
625,59.7382551,17.3105221
626,59.7380667,17.3102594
627,59.7342055,17.6958529
628,59.7340643,17.6965202
629,59.7339735,17.6887437
630,59.7338691,17.6882428
631,59.7331738,17.2997643
632,59.7331489,17.2997111
633,59.732392,17.2995241
634,59.7323588,17.2995406
635,59.7301975,17.7809293
636,59.7295215,17.780999
637,59.7294503,17.7153765
638,59.7287628,17.7172758
639,59.727209,17.7865504
640,59.7260687,17.2971925
641,59.7259033,17.2958976
642,59.7242778,17.3164271
643,59.7230227,17.3267956
644,59.7226337,17.3459311
645,59.7224918,17.3460055
646,59.7217312,17.3357512
647,59.7204478,17.284113
648,59.7196738,17.2825884
649,59.7155843,17.7370323
650,59.7155099,17.7372442
651,59.7150432,17.7571354
652,59.7148823,17.7574761
653,59.7106659,17.2794524
654,59.7100253,17.3546039
655,59.7100189,17.2792062
656,59.7048431,17.359589
657,59.7030682,17.2785238
658,59.7029766,17.2780779
659,59.7024443,16.9998688
660,59.7021028,17.001929
661,59.6980905,17.2784077
662,59.6976041,17.2789012
663,59.6960162,17.5365313
664,59.6941638,17.3715047
665,59.6940881,17.3717603
666,59.6923901,17.2791647
667,59.6910136,17.2786617
668,59.6886283,17.3780864
669,59.6885106,17.3774797
670,59.6881713,17.3851886
671,59.6865363,18.0423292
672,59.685678,18.041664
673,59.6856086,17.3944363
674,59.6815707,17.4055245
675,59.681111,17.2770349
676,59.6799889,17.2763178
677,59.6784848,17.4137627
678,59.6732528,17.4338878
679,59.6710207,17.2722907
680,59.6707264,17.4389797
681,59.6703529,17.2712535
682,59.6656568,17.4475548
683,59.6636117,17.2660693
684,59.6628059,17.2651521
685,59.6626937,17.4494673
686,59.661987,17.2903157
687,59.6619457,17.2774587
688,59.6617062,17.2929574
689,59.6616709,17.3177596
690,59.6609122,17.2407365
691,59.6606831,17.243731
692,59.659398,17.4513604
693,59.6592578,17.2221787
694,59.659175,17.4513014
695,59.6588035,17.3368636
696,59.6583346,17.3383692
697,59.6569689,17.2061259
698,59.6568354,17.2068024
699,59.6555427,17.1909762
700,59.655478,17.1925278
701,59.6543688,17.4579497
702,59.6539953,17.3966992
703,59.6537741,17.3597234
704,59.6532855,17.1713185
705,59.6532233,17.4083545
706,59.6532202,17.3615161
707,59.6531883,17.4578782
708,59.6529543,17.1702768
709,59.6523739,17.4100673
710,59.651762,17.9335208
711,59.6515551,17.9557208
712,59.6514223,17.955879
713,59.6505042,17.158719
714,59.6504027,17.1568408
715,59.6499813,17.420725
716,59.6499,17.4581098
717,59.6498929,17.4203832
718,59.649601,17.1518921
719,59.6494986,17.9396073
720,59.6493357,17.9301814
721,59.6489873,17.9357097
722,59.6472262,17.9285095
723,59.6467563,17.9376428
724,59.6459267,17.1381492
725,59.6453495,17.1172472
726,59.6451093,17.5333251
727,59.645023,17.4612288
728,59.6446085,17.532919
729,59.6443877,17.9291171
730,59.6442574,17.1027732
731,59.6440829,17.9297041
732,59.6430633,17.9488789
733,59.6430493,17.4626145
734,59.6424288,17.9482243
735,59.6417999,17.9475485
736,59.6411627,17.9469461
737,59.6411201,17.9412413
738,59.6403297,17.4524239
739,59.640306,17.9460515
740,59.6402732,17.9404039
741,59.6400155,17.4526051
742,59.6392503,17.9413472
743,59.6389259,17.9445335
744,59.6385543,17.9433585
745,59.637993,17.9399415
746,59.637919,18.3337945
747,59.6376194,17.4653358
748,59.6374797,18.3335469
749,59.6367653,18.3329442
750,59.6365879,17.9385628
751,59.6358796,17.9378501
752,59.6353119,17.9372761
753,59.6351047,18.3310099
754,59.6348719,17.9387989
755,59.6345351,17.9365511
756,59.6340662,17.9377838
757,59.6339207,17.0096828
758,59.633815,17.011079
759,59.6325641,17.4775608
760,59.6317142,16.9867808
761,59.6317057,16.9888455
762,59.6309708,17.4838482
763,59.6307501,17.4837675
764,59.6256125,16.9422298
765,59.6172971,17.4987258
766,59.6167338,17.4988086
767,59.6095458,17.8176863
768,59.6092697,17.8187681
769,59.5846484,18.2937349
770,59.5840614,18.2925354
771,59.5800731,18.2846556
772,59.5794803,18.2827086
773,59.5766693,17.5122348
774,59.576322,17.5118469
775,59.5760252,18.2782607
776,59.5759359,18.2779189
777,59.5737622,18.2723136
778,59.5735766,18.2718663
779,59.5646597,18.2517092
780,59.5642748,18.2506027
781,59.5632086,18.2439645
782,59.5631324,18.2432511
783,59.5624897,18.2411348
784,59.5624469,18.2411724
785,59.5615009,18.2381443
786,59.559916,18.2214049
787,59.5598853,18.2307558
788,59.5598548,18.2214338
789,59.5583505,17.5266934
790,59.5583105,17.5273998
791,59.5542874,17.5264118
792,59.5538588,17.5255947
793,59.5496923,17.0090324
794,59.5496152,18.2062145
795,59.5494757,17.0085807
796,59.5459305,18.1975611
797,59.5458057,17.0074847
798,59.5447768,17.0069574
799,59.5440822,18.1875533
800,59.5151903,17.7695066
801,59.51446,17.8867996
802,59.5142458,17.7592048
803,59.5142308,17.760186
804,59.512778,17.7541647
805,59.5127441,17.75361
806,59.5103836,17.9630256
807,59.5103702,17.9631263
808,59.5101426,17.7492285
809,59.5101256,17.7555504
810,59.5100748,17.7553967
811,59.509449,17.7489279
812,59.5082928,17.7626309
813,59.506111,17.7471715
814,59.5053672,17.7469058
815,59.5037219,17.9178617
816,59.5035041,17.9176416
817,59.5010492,17.9460646
818,59.5004992,17.7466303
819,59.4997214,17.7458675
820,59.4986762,17.9280715
821,59.4913386,18.0595636
822,59.4828101,18.8266881
823,59.4778665,17.75062
824,59.4777066,17.7513258
825,59.4776456,17.7500241
826,59.4775826,17.7509754
827,59.477441,17.7505752
828,59.474843,17.9943093
829,59.4654031,18.7509655
830,59.4587645,17.9239487
831,59.4576018,17.9238236
832,59.4555813,18.5990177
833,59.4554842,18.7398427
834,59.4549257,18.4549814
835,59.4538504,18.4457579
836,59.4520352,18.4722551
837,59.4504397,18.4829787
838,59.4496917,18.1307494
839,59.4487158,18.5783817
840,59.44724,18.10295
841,59.4457971,18.1153656
842,59.4448736,18.125892
843,59.4446642,18.1239953
844,59.4438866,18.5888024
845,59.4438804,18.6807854
846,59.4416151,17.9737776
847,59.4414456,17.9744592
848,59.4389789,18.43985
849,59.437814,17.9887207
850,59.4378109,18.6571213
851,59.437623,17.9887483
852,59.4337812,17.9933299
853,59.4336574,18.0389551
854,59.4335983,17.993172
855,59.4318384,18.5859946
856,59.431236,18.0410623
857,59.430881,17.998451
858,59.430727,17.99833
859,59.4306237,18.0405945
860,59.4271108,17.9992769
861,59.4271048,17.9996291
862,59.4268883,18.0411233
863,59.426341,18.0412945
864,59.4231541,18.0433582
865,59.4228558,18.0431558
866,59.419168,18.5586743
867,59.4148101,18.0186992
868,59.4143464,18.01966
869,59.4134808,18.0342076
870,59.4134369,18.0346541
871,59.4118198,18.0325663
872,59.4117174,18.0330035
873,59.4085962,17.9403077
874,59.4082118,17.9411203
875,59.4077379,17.9466751
876,59.407567,17.9471013
877,59.4072687,18.5530006
878,59.4047526,17.9524437
879,59.4047493,17.9522414
880,59.4036767,17.9581143
881,59.4036541,17.9480751
882,59.4035073,17.9422005
883,59.4035004,17.9472644
884,59.4033384,17.9423948
885,59.4032047,17.94257
886,59.4030726,17.942727
887,59.4030553,17.9422671
888,59.4017652,18.355
889,59.3782723,18.013391
890,59.3781036,18.0135678
891,59.378102,18.012617
892,59.3751175,18.0127936
893,59.375002,18.011596
894,59.3713408,18.016779
895,59.3712848,18.0166127
896,59.363663,18.023429
897,59.3612135,17.9815953
898,59.3594257,17.9851895
899,59.3591908,17.9964168
900,59.3571314,18.2352302
901,59.355794,17.9780526
902,59.3554402,17.9895894
903,59.3538573,18.0371942
904,59.3521943,18.0045503
905,59.3520308,18.0040906
906,59.351379,18.1662321
907,59.3504591,18.1671842
908,59.3486754,18.2444707
909,59.3322407,18.0549019
910,59.3305594,18.0595884
911,59.3297062,18.0603534
912,59.3291747,18.0752382
913,59.3091836,18.1012431
914,59.3080273,18.097532
915,59.3057873,18.0993211
916,59.2986835,18.0808298
917,59.2985426,18.0811968
918,59.2983891,18.0815726
919,59.2969911,17.9268909
920,59.2969245,17.9270807
921,59.2965799,17.9405776
922,59.2964238,17.9409743
923,59.2910251,17.946436
924,59.2905013,17.9468371
925,59.2851129,17.9245506
926,59.2832525,17.9570598
927,59.2823364,17.9569938
928,59.2815183,17.955154
929,59.2814779,17.9546986
930,59.2808117,17.9479843
931,59.2806165,17.949135
932,59.2616248,18.1181144
933,59.2609285,18.1163502
934,59.260916,18.1157515
935,59.255257,17.8366268
936,59.2545265,17.8358825
937,59.2542603,17.9905452
938,59.2537296,18.2790121
939,59.2505429,18.0042098
940,59.2504429,18.0065886
941,59.2503294,17.8372217
942,59.2500635,17.9992451
943,59.2499987,17.9992643
944,59.2499399,17.8788758
945,59.2498101,17.8358449
946,59.249536,17.8379326
947,59.2494901,17.8791252
948,59.2485564,17.9967898
949,59.2469377,17.997682
950,59.2465411,17.9983581
951,59.2452976,17.8118278
952,59.2449711,17.8115078
953,59.2446154,18.028481
954,59.2443404,18.0271826
955,59.2437757,18.2147635
956,59.2427122,17.8269325
957,59.2427052,18.2247918
958,59.2426006,17.8267941
959,59.2419693,18.2148396
960,59.2418356,17.785066
961,59.2418042,17.7856364
962,59.2402392,18.1859549
963,59.2397477,17.8166162
964,59.2395704,17.8170987
965,59.2394066,18.1864176
966,59.2392086,18.2189512
967,59.2376064,18.0022873
968,59.2369833,17.9131834
969,59.2364948,17.7818246
970,59.2346448,18.2306048
971,59.2346361,18.0065223
972,59.2345051,18.2305078
973,59.2344346,18.2240419
974,59.2343806,18.2348837
975,59.2339704,18.1925959
976,59.233009,17.9868934
977,59.2329708,18.1934986
978,59.2327777,18.2264719
979,59.2319676,18.2328397
980,59.2319454,17.8339537
981,59.231783,18.0107154
982,59.2315167,18.010972
983,59.2292199,18.1994073
984,59.2288214,18.1994263
985,59.2259533,17.9301785
986,59.2253381,17.9309946
987,59.2247044,18.2022661
988,59.2234673,18.2020906
989,59.2211482,17.9127437
990,59.2184799,17.8851972
991,59.2182419,17.88448
992,59.217778,17.7792532
993,59.2173573,17.7606666
994,59.2171892,17.7602462
995,59.2165181,17.7681286
996,59.2164686,17.9059073
997,59.2163355,17.768407
998,59.2163269,17.9066636
999,59.2156528,17.9118561
1000,59.2155128,17.912609
1001,59.215028,17.8954278
1002,59.2148789,17.8955674
1003,59.2137587,18.2084933
1004,59.2134047,18.2082456
1005,59.213373,17.9458993
1006,59.2130396,17.9457157
1007,59.2113627,17.7544579
1008,59.2113159,17.7547088
1009,59.2108125,18.2086841
1010,59.2105031,18.2082896
1011,59.2072079,17.7636242
1012,59.2071143,17.7634553
1013,59.2046866,18.2013586
1014,59.2039841,18.1996673
1015,59.2014438,17.7675755
1016,59.2011281,17.76747
1017,59.1996945,17.7652131
1018,59.1991737,18.0080871
1019,59.1989162,18.1904932
1020,59.1988331,17.7640159
1021,59.1987677,18.1902472
1022,59.1976259,18.0089788
1023,59.1969545,17.7605398
1024,59.1968752,17.7608165
1025,59.1941137,18.1897036
1026,59.1934942,18.1889767
1027,59.1925139,18.1867202
1028,59.1919209,18.1849197
1029,59.1908124,18.178503
1030,59.1905693,18.17868
1031,59.1871292,18.1674897
1032,59.1865191,18.1673395
1033,59.1850452,17.6609356
1034,59.183109,18.1663925
1035,59.1830773,18.1667038
1036,59.1821197,18.1611863
1037,59.1819877,18.1614653
1038,59.1816867,17.6645794
1039,59.1809967,17.6643388
1040,59.1758213,17.6644057
1041,59.1734385,18.061637
1042,59.172916,18.0629154
1043,59.1679771,18.1466917
1044,59.1678854,18.1469876
1045,59.1676706,18.1570762
1046,59.1675936,18.1628345
1047,59.1672876,18.1555353
1048,59.167124,18.1620272
1049,59.1668685,18.1638234
1050,59.166038,18.1625478
1051,59.1657917,17.720256
1052,59.165593,17.7223608
1053,59.1655594,17.7270562
1054,59.1655414,18.1793371
1055,59.165507,17.7650374
1056,59.1653103,17.7293821
1057,59.1652831,17.7634895
1058,59.1652418,18.1627004
1059,59.165141,17.7857051
1060,59.1650497,17.7700521
1061,59.1649044,17.7883301
1062,59.164834,18.1802998
1063,59.1648071,17.7968599
1064,59.16474,17.7711408
1065,59.1642994,17.7423298
1066,59.1641357,17.7418112
1067,59.1640818,17.7096557
1068,59.1640784,18.1622761
1069,59.164016,17.71033
1070,59.1583046,17.8101148
1071,59.1561759,17.8190696
1072,59.1555945,17.8204886
1073,59.1453622,18.4127122
1074,59.1452503,18.4112479
1075,59.1446836,18.1825532
1076,59.1442322,18.4154363
1077,59.1431949,18.1830612
1078,59.1431483,18.4160144
1079,59.1411195,18.3966244
1080,59.1410314,18.395321
1081,59.1405739,18.1853766
1082,59.1405144,17.8322019
1083,59.1399614,18.3884412
1084,59.1399306,18.3874704
1085,59.1398152,18.4153538
1086,59.139752,17.8318738
1087,59.1382447,18.4149392
1088,59.1376348,18.4173225
1089,59.1373481,18.4143039
1090,59.1352418,18.3638205
1091,59.135162,18.3640659
1092,59.135099,17.8310968
1093,59.1346525,18.1891119
1094,59.1342805,17.8301344
1095,59.1340331,18.1892505
1096,59.1337275,18.408526
1097,59.1329329,18.4081666
1098,59.1301187,18.1933559
1099,59.1299528,18.1932972
1100,59.1265527,17.8184985
1101,59.1259813,17.8172348
1102,59.1258152,18.323272
1103,59.1258073,18.3222847
1104,59.1252412,18.3152094
1105,59.1252175,18.3165535
1106,59.1217926,18.3019349
1107,59.1216056,18.3001723
1108,59.118978,17.8037986
1109,59.1170532,17.8038368
1110,59.1158792,18.276372
1111,59.1158047,18.2769547
1112,59.1153904,17.8057015
1113,59.1136191,17.8056706
1114,59.1059187,17.7999929
1115,59.1055778,17.7994553
1116,59.1051824,18.1283783
1117,59.1025925,17.8006449
1118,59.1000776,18.129552
1119,59.0973999,18.1306959
1120,59.0881825,17.7880129
1121,59.0864476,18.1438635
1122,59.0816398,18.1334161
1123,59.0711884,17.787661
1124,59.0707083,17.7883557
1125,59.0640657,17.8049332
1126,59.063973,17.8040553
1127,59.0571442,17.8053473
1128,59.0570817,17.8055186
1129,59.0501177,17.8060543
1130,59.049968,17.8059033
1131,59.0440612,17.8208895
1132,59.0378995,17.8279657
1133,59.0311041,17.8300421
1134,59.0242978,17.8277892
1135,59.0234972,17.8267548
1136,59.0203245,17.8237944
1137,59.0196967,17.8229452
1138,59.0146437,17.8198636
1139,59.0091848,17.8131939
1140,59.009151,17.8146065
1141,59.008513,17.8054782
1142,59.0083878,17.8056828
1143,59.0082705,17.8054357
1144,59.0081334,17.8056519
1145,59.0021556,17.80152
1146,59.0017908,17.801078
1147,58.9913474,17.8119672
1148,58.9886791,17.8152398
1149,58.9879022,17.8388859
1150,58.9876335,17.8405934
1151,58.9873847,17.8275857
1152,58.9872931,17.8276553
1153,58.9860789,17.8500585
1154,58.9853862,17.8513141
1155,58.9833154,17.9008809
1156,58.9832337,17.8959719
1157,58.9823524,17.8758885
1158,58.9817293,17.8770437
1159,58.9808801,17.8884595
1160,58.9800743,17.9040749
1161,58.979919,17.9038894
1162,58.9771396,17.9117366
1163,58.9579874,17.9051834
1164,58.9579354,17.9056099
1165,58.9552877,17.9037189
1166,58.9544058,17.9023148
1167,58.9484178,17.9039948
1168,58.948267,17.9048034
1169,58.9454699,17.9103407
1170,58.945391,17.9111056
1171,58.9408329,17.9126782
1172,58.9402124,17.9131208
1173,58.9303262,17.9213037
1174,58.9291876,17.9210444
1175,58.9238664,17.9209297
1176,58.922978,17.9218202
1177,58.9191003,17.9338738
1178,58.9189176,17.9338309
1179,58.9174762,17.9388907
1180,58.9157625,17.9411697
1181,58.9145532,17.9456563
1182,58.9122324,17.9493106
1183,58.9062028,17.9526502
1184,58.9031254,17.9497875
1185,58.9013121,17.9512432
1186,58.9011903,17.9510399
1187,58.9010041,17.9494486
1188,58.9009816,17.950636
1189,58.900773,17.9499854
1190,58.8990915,17.9432041
1191,58.8965882,17.9404936
1192,58.8943719,17.9341706
1193,58.8927249,17.9306723
1194,58.8781002,17.9279406
1195,58.7844605,16.9214614
1196,58.7262356,17.0160847
1197,58.7254073,17.0174046
